2018 A 188 260 119 153 162
2018 J 118 126 46 67 52
2017 A 214 298 91 159 202
2017 J 146 132 35 102 45 
2016 A 169 309 64 153 235
2016 J 136 115 53 140 59
2015 A 124 263 38 151 225
2015 J 171 125 39 102 75
2014 A 123 244 52 130 150
2014 J 136 118 52 89 80
